probe set	gene
38144_at	Cluster Incl U79276:Human clone 23960 mRNA sequence /cds=UNKNOWN /gb=U79276 /gi=1710244 /ug=Hs.151293 /len=1641
38145_at	PDZ domain protein (Drosophila inaD-like)
38146_at	KIAA0535 gene product
38147_at	SH2 domain protein 1A, Duncan's disease (lymphoproliferative syndrome)
38148_at	 Cluster Incl D83702:Homo sapiens mRNA for photolyase, complete cds /cds=(586,2346) /gb=D83702 /gi=1304106 /ug=Hs.151573 /len=2981 
38149_at	KIAA0053 gene product
38150_at	methylthioadenosine phosphorylase
38151_at	loss of heterozygosity, 11, chromosomal region 2, gene A
38152_at	 Cluster Incl AI632589:wb10h03.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2305301 /clone_end=3'' /gb=AI632589 /gi=4683919 /ug=Hs.152944 /len=623'' 
38153_at	HUS1 (S. pombe) checkpoint homolog
38154_at	Cluster Incl AF038199:Homo sapiens clone 23728 mRNA sequence /cds=UNKNOWN /gb=AF038199 /gi=2795920 /ug=Hs.153106 /len=1112
38155_at	origin recognition complex, subunit 5 (yeast homolog)-like
38156_at	MyoD family inhibitor
38157_at	DOM-3 (C. elegans) homolog Z
38158_at	extra spindle poles, S. cerevisiae, homolog of
38159_at	Cluster Incl AF070581:Homo sapiens clone 24540 mRNA sequence /cds=UNKNOWN /gb=AF070581 /gi=3387953 /ug=Hs.153529 /len=1730
38160_at	lymphocyte antigen 75
38161_at	Not56 (D. melanogaster)-like protein
38162_at	 Cluster Incl AF007156:Homo sapiens clone 23617 unknown mRNA, partial cds /cds=(0,1111) /gb=AF007156 /gi=2852637 /ug=Hs.153610 /len=1853 
38163_at	KIAA0751 gene product
38164_at	retinitis pigmentosa GTPase regulator
38165_s_at	myeloid/lymphoid or mixed-lineage leukemia 2
38166_r_at	myeloid/lymphoid or mixed-lineage leukemia 2
38167_at	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
38168_at	inositol polyphosphate-4-phosphatase, type II, 105kD
38169_s_at	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2
38170_at	Cluster Incl AF070595:Homo sapiens clone 24583 mRNA sequence /cds=UNKNOWN /gb=AF070595 /gi=3387972 /ug=Hs.154336 /len=1895
38171_at	WD-repeat protein
38172_at	carbonyl reductase 1
38173_at	KIAA1076 protein
38174_at	pleckstrin and Sec7 domain protein
38175_at	TBP-interacting protein
38176_at	guanine nucleotide binding protein (G protein), beta 5
38177_at	receptor (calcitonin) activity modifying protein 2
38178_at	hydroxysteroid (17-beta) dehydrogenase 2
38179_at	zinc finger protein 174
38180_f_at	 Cluster Incl X17610:Human mRNA for pregnancy-specific beta-1 glycoprotein /cds=(78,1358) /gb=X17610 /gi=35744 /ug=Hs.155324 /len=1684 
38181_at	matrix metalloproteinase 11 (stromelysin 3)
38182_at	Cluster Incl AL049280:Homo sapiens mRNA; cDNA DKFZp564K143 (from clone DKFZp564K143) /cds=UNKNOWN /gb=AL049280 /gi=4500037 /ug=Hs.155397 /len=3386
38183_at	forkhead box F1
38184_at	paired box gene 2
38185_at	paired box gene 2
38186_g_at	paired box gene 2
38187_at	 Cluster Incl D90041:Human liver arylamine N-acetyltransferase (EC 2.3.1.5) gene /cds=(146,1018) /gb=D90041 /gi=219413 /ug=Hs.155956 /len=1319 
38188_s_at	mannosidase, alpha, class 2A, member 2
38189_s_at	KIAA0645 gene product
38190_r_at	KIAA0645 gene product
38191_at	 Cluster Incl AI040181:ox42d12.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1658999 /clone_end=3'' /gb=AI040181 /gi=3279375 /ug=Hs.155987 /len=459'' 
38192_at	KIAA0643 protein
38193_at	Cluster Incl X96754:H.sapiens gene encoding kappa light chain constant region /cds=UNKNOWN /gb=X96754 /gi=1237214 /ug=Hs.156110 /len=1075
38194_s_at	 Cluster Incl M63438:Human Ig rearranged gamma chain mRNA, V-J-C region and complete cds /cds=(0,1049) /gb=M63438 /gi=184847 /ug=Hs.156110 /len=1244 
38195_at	KIAA0783 gene product
38196_at	KIAA0377 gene product
38197_at	Kell blood group
38198_at	Cluster Incl AL079275:Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 566443 /cds=UNKNOWN /gb=AL079275 /gi=5102578 /ug=Hs.157078 /len=2082
38199_at	 Cluster Incl AI289489:qw23c09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1991920 /clone_end=3'' /gb=AI289489 /gi=3932669 /ug=Hs.157078 /len=520'' 
38200_at	faciogenital dysplasia (Aarskog-Scott syndrome)
38201_at	branched chain aminotransferase 1, cytosolic
38202_at	FAT tumor suppressor (Drosophila) homolog 2
38203_at	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1
38204_at	KIAA0406 gene product
38205_at	neurogenic differentiation 2
38206_at	ribosomal protein L3-like
38207_at	 Cluster Incl AW006742:wr28g10.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2489058 /clone_end=3'' /gb=AW006742 /gi=5855520 /ug=Hs.159255 /len=679'' 
38208_at	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member 3
38209_at	prostaglandin E receptor 1 (subtype EP1), 42kD
38210_at	surfeit 2
38211_at	zinc finger protein 288
38212_at	UDP-N-acetyl-alpha-D-galactosamine:(N-acetylneuraminyl)-galactosylglucosylceramide N-acetylgalactosaminyltransferase (GalNAc-T)
38213_at	ribosomal protein L44
38214_at	patched (Drosophila) homolog
38215_at	chromosome 22 open reading frame 1
38216_at	thyroid hormone receptor interactor 8
38217_at	mucin 6, gastric
38218_at	glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)
38219_at	v-crk avian sarcoma virus CT10 oncogene homolog
38220_at	dihydropyrimidine dehydrogenase
38221_at	connector enhancer of KSR-like (Drosophila kinase suppressor of ras)
38222_at	 Cluster Incl AF007893:Homo sapiens P2Y6 receptor pseudogene, complete sequence /cds=(1065,2052) /gb=AF007893 /gi=2258423 /ug=Hs.16362 /len=2352 
38223_at	vascular Rab-GAP/TBC-containing
38224_at	small nuclear RNA activating complex, polypeptide 3, 50kD
38225_at	 Cluster Incl AF052728:Homo sapiens HERG-USO (HERG) mRNA, alternatively spliced, partial cds /cds=(0,284) /gb=AF052728 /gi=3549258 /ug=Hs.165664 /len=767 
38226_at	Cluster Incl W27152:23h11 Homo sapiens cDNA /gb=W27152 /gi=1306731 /ug=Hs.165671 /len=676
38227_at	microphthalmia-associated transcription factor
38228_g_at	microphthalmia-associated transcription factor
38229_at	Cluster Incl X90579:H.sapiens DNA for cyp related pseudogene /cds=UNKNOWN /gb=X90579 /gi=945005 /ug=Hs.166079 /len=1498
38230_at	endothelial PAS domain protein 1
38231_f_at	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4
38232_f_at	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4
38233_at	Homer, neuronal immediate early gene, 3
38234_at	transducin-like enhancer of split 3, homolog of Drosophila E(sp1)
38235_at	KIAA0915 protein
38236_at	glutamate receptor, ionotropic, N-methyl D-aspartate 2A
38237_at	gamma-glutamyltransferase-like activity 1
38238_at	solute carrier family 2 (facilitated glucose transporter), member 2
38239_at	 Cluster Incl AI312905:qp84d03.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1929701 /clone_end=3'' /gb=AI312905 /gi=4018510 /ug=Hs.16762 /len=493'' 
38240_at	Cluster Incl AL080075:Homo sapiens mRNA; cDNA DKFZp564B2062 (from clone DKFZp564B2062) /cds=UNKNOWN /gb=AL080075 /gi=5262485 /ug=Hs.16762 /len=1150
38241_at	butyrophilin, subfamily 3, member A3
38242_at	B cell linker protein
38243_at	neural cell adhesion molecule 1
38244_at	Cluster Incl AF075680:AF075680 Homo sapiens cDNA /gb=AF075680 /gi=4612953 /ug=Hs.168034 /len=923
38245_i_at	 Cluster Incl AI097085:oz22c10.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1676082 /clone_end=3'' /gb=AI097085 /gi=3446667 /ug=Hs.168034 /len=577'' 
38246_r_at	 Cluster Incl AI097085:oz22c10.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1676082 /clone_end=3'' /gb=AI097085 /gi=3446667 /ug=Hs.168034 /len=577'' 
38247_at	 Cluster Incl U67058:Human proteinase activated receptor-2 mRNA, 3UTR /cds=UNKNOWN /gb=U67058 /gi=4097702 /ug=Hs.168102 /len=1349'' 
38488_s_at	 Cluster Incl AF031167:Homo sapiens interleukin 15 precursor (IL-15) mRNA, complete cds /cds=(518,925) /gb=AF031167 /gi=2739159 /ug=Hs.168132 /len=1230 
38489_at	heparin-binding growth factor binding protein
38490_r_at	Cluster Incl U00944:Human clone A9A2BRB6 (CAC)n/(GTG)n repeat-containing mRNA /cds=UNKNOWN /gb=U00944 /gi=405046 /ug=Hs.169078 /len=1650
38491_at	ets variant gene 6 (TEL oncogene)
38492_at	 Cluster Incl D55639:Human monocyte PABL (pseudoautosomal boundary-like sequence) mRNA, clone Mo1 /cds=UNKNOWN /gb=D55639 /gi=1255614 /ug=Hs.169139 /len=1323 
38493_at	Cluster Incl AA714670:nx91f03.s1 Homo sapiens cDNA /clone=IMAGE-1269629 /gb=AA714670 /gi=2726944 /ug=Hs.169139 /len=735
38494_at	acrosomal vesicle protein 1
38495_s_at	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included)
38496_at	ELK4, ETS-domain protein (SRF accessory protein 1)
38497_at	ELK4, ETS-domain protein (SRF accessory protein 1)
38498_at	crystallin, beta B3
38499_s_at	myelin-associated oligodendrocyte basic protein
38500_at	 Cluster Incl AB002450:Homo sapiens mRNA from chromosome 5q21-22, clone-A3-A /cds=UNKNOWN /gb=AB002450 /gi=2943816 /ug=Hs.169400 /len=1053 
38501_s_at	integrin beta 3 binding protein (beta3-endonexin)
38502_at	DKFZP586P2219 protein
38503_at	aldehyde dehydrogenase 5
38504_at	calpain 5
38505_at	Cluster Incl AL050151:Homo sapiens mRNA; cDNA DKFZp586J0720 (from clone DKFZp586J0720) /cds=UNKNOWN /gb=AL050151 /gi=4884362 /ug=Hs.169694 /len=2344
38506_at	transcription factor 2, hepatic; LF-B3; variant hepatic nuclear factor
38507_at	Cluster Incl X16867:Human mRNA for cytochrome P-450IID (clone pMP34) /cds=UNKNOWN /gb=X16867 /gi=35203 /ug=Hs.169876 /len=1563
38508_s_at	DIR1 protein
38509_at	mouse double minute 2, human homolog of; p53-binding protein
38510_at	Cluster Incl AL049435:Homo sapiens mRNA; cDNA DKFZp586B0220 (from clone DKFZp586B0220) /cds=UNKNOWN /gb=AL049435 /gi=4500218 /ug=Hs.170056 /len=2685
38511_at	Cluster Incl AL109722:Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 31619 /cds=UNKNOWN /gb=AL109722 /gi=5689814 /ug=Hs.170079 /len=1698
38512_r_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)
38513_at	KIAA0061 protein
38514_at	immunoglobulin lambda-like polypeptide 1
38515_at	bone morphogenetic protein 7 (osteogenic protein 1)
38516_at	sodium channel, voltage-gated, type I, beta polypeptide
38517_at	interferon-stimulated transcription factor 3, gamma (48kD)
38518_at	sex comb on midleg (Drosophila)-like 2
38519_at	nuclear receptor subfamily 1, group H, member 4
38520_r_at	solute carrier family 14 (urea transporter), member 1 (Kidd blood group)
38521_at	CD22 antigen
38522_s_at	CD22 antigen
38523_f_at	U2 small nuclear ribonucleoprotein auxiliary factor, small subunit 2
38524_at	occludin
38525_at	STAM-like protein containing SH3 and ITAM domains 2
38526_at	phosphodiesterase 4D, cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E3)
38527_at	non-POU-domain-containing, octamer-binding
38528_at	acetyl-Coenzyme A carboxylase alpha
38529_at	 Cluster Incl X68968:H.sapiens mRNA for acetyl-CoA carboxylase /cds=(0,7019) /gb=X68968 /gi=452315 /ug=Hs.172515 /len=7020 
38530_at	Cluster Incl W26021:18c10 Homo sapiens cDNA /gb=W26021 /gi=1306306 /ug=Hs.17258 /len=690
38531_at	 Cluster Incl AA428150:zw57c05.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-774152 /clone_end=3'' /gb=AA428150 /gi=2112100 /ug=Hs.17258 /len=535'' 
38532_at	KIAA0352 gene product
38533_s_at	integrin, alpha M (complement component receptor 3, alpha; also known as CD11b (p170), macrophage antigen alpha polypeptide)
38534_at	 Cluster Incl AI312338:ta78f08.x2 Homo sapiens cDNA, 3 end /clone=IMAGE-2050215 /clone_end=3'' /gb=AI312338 /gi=4017943 /ug=Hs.172631 /len=356'' 
38535_at	distal-less homeobox 4
38536_at	KIAA0013 gene product
38537_at	TAT-INTERACTIVE PROTEIN, 72-KD
38538_at	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
38539_at	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
38540_at	muscle RAS oncogene homolog
38541_at	cytochrome P450, subfamily XXIA (steroid 21-hydroxylase, congenital adrenal hyperplasia), polypeptide 2
38542_at	 Cluster Incl U89322:Homo sapiens nucleophosmin phosphoprotein/B23 (NPM) gene /cds=(96,980) /gb=U89322 /gi=2745722 /ug=Hs.173205 /len=1300 
38543_at	anaplastic lymphoma kinase (Ki-1)
38544_at	inhibin, alpha
38545_at	inhibin, beta B (activin AB beta polypeptide)
38546_at	interleukin 1 receptor accessory protein
38547_at	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)
38548_at	cytochrome P450, subfamily IIC (mephenytoin 4-hydroxylase), polypeptide 8
38549_at	 Cluster Incl AF026941:Homo sapiens cig5 mRNA, partial sequence /cds=UNKNOWN /gb=AF026941 /gi=2612970 /ug=Hs.17518 /len=3163 
38550_at	amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2)
38551_at	L1 cell adhesion molecule (hydrocephalus, stenosis of aqueduct of Sylvius 1, MASA (mental retardation, aphasia, shuffling gait and adducted thumbs) syndrome, spastic paraplegia 1)
38552_f_at	 Cluster Incl AI984786:wr85c06.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2494474 /clone_end=3'' /gb=AI984786 /gi=5812063 /ug=Hs.175941 /len=814'' 
38553_r_at	 Cluster Incl AI984786:wr85c06.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2494474 /clone_end=3'' /gb=AI984786 /gi=5812063 /ug=Hs.175941 /len=814'' 
38554_at	 Cluster Incl AA903720:ok60c02.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1518338 /clone_end=3'' /gb=AA903720 /gi=3038843 /ug=Hs.175941 /len=655'' 
38555_at	dual specificity phosphatase 10
38556_at	postmeiotic segregation increased (S. cerevisiae) 2
38557_at	neural cell adhesion molecule 2
38558_at	myelin associated glycoprotein
38559_at	KIAA0401 protein
38560_at	down-regulated in metastasis
38561_at	 Cluster Incl N58318:yv68h03.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-247925 /clone_end=3'' /gb=N58318 /gi=1202208 /ug=Hs.178614 /len=630'' 
38562_g_at	 Cluster Incl N58318:yv68h03.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-247925 /clone_end=3'' /gb=N58318 /gi=1202208 /ug=Hs.178614 /len=630'' 
38563_at	ribonuclease H1
38564_at	origin recognition complex, subunit 1 (yeast homolog)-like
38565_at	cerebroside (3'-phosphoadenylylsulfate:galactosylceramide 3') sulfotransferase
38566_at	collagen, type X, alpha 1 (Schmid metaphyseal chondrodysplasia)
38567_at	CD1D antigen, d polypeptide
38568_at	tumor protein p53-binding protein
38569_at	nuclear respiratory factor 1
38570_at	major histocompatibility complex, class II, DO beta
38571_at	FGFR1 oncogene partner
38572_at	 Cluster Incl AI347129:tc04a03.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2062828 /clone_end=3'' /gb=AI347129 /gi=4084335 /ug=Hs.180296 /len=570'' 
38573_at	YY1-associated factor 2
38574_at	ATP-binding cassette, sub-family A (ABC1), member 5
38575_at	Cluster Incl AF070528:Homo sapiens clone 24631 mRNA sequence /cds=UNKNOWN /gb=AF070528 /gi=3387883 /ug=Hs.180566 /len=1568
38576_at	 Cluster Incl AJ223353:Homo sapiens mRNA for histone H2B, clone pJG4-5-15 /cds=(28,408) /gb=AJ223353 /gi=3255998 /ug=Hs.180779 /len=790 
38577_at	 Cluster Incl U92981:Homo sapiens clone DT1P1B6 mRNA, CAG repeat region /cds=UNKNOWN /gb=U92981 /gi=2781399 /ug=Hs.18081 /len=1429 
38578_at	tumor necrosis factor receptor superfamily, member 7
38579_at	hypothetical protein R30953_1
38580_at	guanine nucleotide binding protein (G protein), q polypeptide
38581_at	guanine nucleotide binding protein (G protein), q polypeptide
38582_at	 Cluster Incl AI961220:wt15b04.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2507503 /clone_end=3'' /gb=AI961220 /gi=5753933 /ug=Hs.181286 /len=510'' 
38583_at	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2
38584_at	interferon-induced protein with tetratricopeptide repeats 4
38585_at	hemoglobin, gamma G
38586_at	fatty acid binding protein 1, liver
38587_at	fatty acid binding protein 2, intestinal
38588_at	Cluster Incl W28267:44d11 Homo sapiens cDNA /gb=W28267 /gi=1308215 /ug=Hs.182240 /len=857
38589_i_at	prothymosin, alpha (gene sequence 28)
38590_r_at	prothymosin, alpha (gene sequence 28)
38591_at	 Cluster Incl D38501:Human PMS7 mRNA (yeast mismatch repair gene PMS1 homologue), partial cds (C-terminal region) /cds=(0,486) /gb=D38501 /gi=559336 /ug=Hs.182455 /len=1078 
38592_s_at	 Cluster Incl AI828210:wk81e09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2421832 /clone_end=3'' /gb=AI828210 /gi=5448881 /ug=Hs.182536 /len=732'' 
38593_r_at	 Cluster Incl AI828210:wk81e09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2421832 /clone_end=3'' /gb=AI828210 /gi=5448881 /ug=Hs.182536 /len=732'' 
38594_i_at	KIAA0284 protein
38595_r_at	KIAA0284 protein
38596_i_at	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1
38597_f_at	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1
38598_at	 Cluster Incl AI679353:tu73f03.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-2256701 /clone_end=3'' /gb=AI679353 /gi=4889535 /ug=Hs.182611 /len=479'' 
38599_s_at	DNA segment on chromosome X (unique) 9928 expressed sequence
38600_r_at	 Cluster Incl AB002449:Homo sapiens mRNA from chromosome 5q21-22, clone-843Ex /cds=UNKNOWN /gb=AB002449 /gi=2943812 /ug=Hs.182723 /len=1228 
38601_at	vitelliform macular dystrophy (Best disease, bestrophin)
38602_at	myosin, heavy polypeptide 6, cardiac muscle, alpha (cardiomyopathy, hypertrophic 1)
38603_at	zinc finger protein 136 (clone pHZ-20)
38604_at	 Cluster Incl AI198311:qi61f11.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1861005 /clone_end=3'' /gb=AI198311 /gi=3750917 /ug=Hs.1832 /len=574'' 
38605_at	 Cluster Incl AI345944:qp47e09.x1 Homo sapiens cDNA, 3 end /clone=IMAGE-1926184 /clone_end=3'' /gb=AI345944 /gi=4083150 /ug=Hs.183435 /len=591'' 
38606_at	tryptophan 2,3-dioxygenase
38607_at	transmembrane 4 superfamily member 5
38847_at	KIAA0175 gene product
38848_at	 Cluster Incl AI732905:of72a12.x5 Homo sapiens cDNA, 3 end /clone=IMAGE-1435870 /clone_end=3'' /gb=AI732905 /gi=5054018 /ug=Hs.184507 /len=605'' 
38849_at	secretory carrier membrane protein 1
38850_at	Cluster Incl M11119:Human endogenous retrovirus envelope region mRNA (PL1) /cds=UNKNOWN /gb=M11119 /gi=182205 /ug=Hs.184584 /len=1144
38851_at	Cluster Incl M63394:Human 3 nucleotide sequence mRNA /cds=UNKNOWN /gb=M63394 /gi=177927 /ug=Hs.184670 /len=1354''
38852_at	KIAA0167 gene product
38853_at	G protein-coupled receptor 64
38854_at	KIAA0635 gene product
38855_s_at	neuroblastoma (nerve tissue) protein
38856_at	KIAA1233 protein
38857_r_at	Cluster Incl AL049266:Homo sapiens mRNA; cDNA DKFZp564F093 (from clone DKFZp564F093) /cds=UNKNOWN /gb=AL049266 /gi=4500015 /ug=Hs.18724 /len=2943
38858_at	potassium voltage-gated channel, subfamily H (eag-related), member 2
38859_at	DKFZP434M183 protein
38860_at	phosphodiesterase 4C, cAMP-specific (dunce (Drosophila)-homolog phosphodiesterase E1)
38861_at	paraoxonase 1
38862_at	src kinase-associated phosphoprotein of 55 kDa
38863_at	replication factor C (activator 1) 5 (36.5kD)
38864_at	Cluster Incl W26851:17b12 Homo sapiens cDNA /gb=W26851 /gi=1306214 /ug=Hs.192789 /len=757
38865_at	GRB2-related adaptor protein 2
38866_at	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
38867_g_at	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1
38868_at	Fc fragment of IgA, receptor for
38869_at	KIAA1069 protein
38870_at	GDNF family receptor alpha 2
38871_at	B-cell CLL/lymphoma 10
38872_at	zinc finger protein 230
38873_at	KIAA0800 gene product
38874_s_at	Cluster Incl W28996:54h9 Homo sapiens cDNA /gb=W28996 /gi=1308962 /ug=Hs.1937 /len=737
38875_r_at	KIAA0575 gene product
38876_at	DKFZP564L0862 protein
38877_s_at	Cluster Incl W26748:12c5 Homo sapiens cDNA /gb=W26748 /gi=1305832 /ug=Hs.194117 /len=781
38878_at	Cluster Incl W22520:68G3 Homo sapiens cDNA /clone=(not-directional) /gb=W22520 /gi=1299353 /ug=Hs.194117 /len=574
38879_at	S100 calcium-binding protein A12 (calgranulin C)
38880_at	KIAA0596 protein
38881_i_at	estrogen-responsive B box protein
38882_r_at	estrogen-responsive B box protein
38883_at	 Cluster Incl AA843545:ak08d05.s1 Homo sapiens cDNA, 3 end /clone=IMAGE-1405353 /clone_end=3'' /gb=AA843545 /gi=2930063 /ug=Hs.194540 /len=472'' 
